"1001","1002"
"1001","1029"
"1002","1002"
"1003","1002"
"1004","1005"
"1004","1004"
"1005","1001"
"1006","1009"
"1006","1010"
"1007","1134"
"1008","1007"
"1009","1017"
"1010","1091"
"1011","1082"
"1012","1027"
"1013","1029"
"1014","1060"
"1014","1058"
"1015","1064"
"1015","1061"
"1015","1062"
"1015","1065"
"1015","1055"
"1030","1029"
"1067","1020"
"1067","1067"
"1067","1099"
"1067","1165"
"1067","1062"
"1067","1055"
"1067","1049"
"1067","1050"
"1067","1037"
"1016","1086"
"1017","1023"
"1019","1024"
"1020","1094"
"1021","1092"
"1023","1027"
"1024","1028"
"1025","1147"
"1027","1028"
"1028","1010"
"1029","1033"
"1031","1032"
"1032","1030"
"1033","1031"
"1034","1036"
"1035","1029"
"1035","1030"
"1036","1018"
"1037","1021"
"1038","1115"
"1039","1063"
"1040","1043"
"1041","1146"
"1042","1155"
"1042","1154"
"1043","1102"
"1044","1101"
"1045","1168"
"1046","1168"
"1046","1169"
"1072","1107"
"1072","1138"
"1072","1139"
"1072","1105"
"1072","1140"
"1072","1112"
"1072","1170"
"1047","1147"
"1048","1148"
"1049","1149"
"1050","1150"
"1051","1151"
"1052","1152"
"1053","1153"
"1054","1154"
"1055","1155"
"1056","1156"
"1057","1157"
"1058","1158"
"1059","1159"
"1060","1160"
"1061","1161"
"1062","1162"
"1077","1067"
"1077","1068"
"1077","1069"
"1077","1070"
"1077","1071"
"1077","1072"
"1077","1073"
"1077","1074"
"1077","1075"
"1077","1076"
"1077","1077"
"1077","1078"
"1077","1079"
"1078","1055"
"1078","1056"
"1078","1057"
"1078","1058"
"1078","1060"
"1078","1061"
"1078","1062"
"1078","1063"
"1078","1064"
"1078","1065"
"1078","1066"
"1078","1136"
"1078","1143"
"1080","1080"
"1080","1081"
"1080","1082"
"1080","1137"
"1080","1083"
"1080","1084"
"1080","1085"
"1080","1086"
"1080","1087"
"1080","1088"
"1080","1089"
"1080","1090"
"1080","1091"
"1080","1092"
"1080","1093"
"1080","1094"
"1080","1169"
"1081","1038"
"1081","1039"
"1081","1040"
"1081","1041"
"1081","1042"
"1081","1043"
"1081","1044"
"1081","1167"
"1081","1046"
"1081","1047"
"1081","1048"
"1081","1049"
"1081","1050"
"1081","1051"
"1081","1052"
"1081","1054"
"1081","1146"
"1081","1166"
"1084","1037"
