1,100,1
2,70,1
3,70,1
4,100,1
5,100,1
6,70,1
7,80,1
8,70,1
9,100,1
10,50,1
11,50,1
12,50,1
13,70,1
14,50,1
15,100,1
16,100,1
17,100,1
18,100,1
19,50,1
20,50,1
21,80,1
22,80,1
23,60,1
24,60,1
25,100,1
26,100,1
27,100,1
28,60,1
29,60,1
30,100,1
31,50,1
32,80,1
33,50,1
34,60,1
35,70,1
36,50,1
37,50,1
38,80,1
39,50,1
40,60,1
41,80,1
42,100,1
43,50,1
44,100,1
45,70,1
46,60,1
47,70,1
48,50,1
49,100,1
50,50,1
51,50,1
52,50,1
53,80,1
54,80,1
55,70,1
56,70,1
57,50,1
58,100,1
59,50,1
60,70,1
61,60,1
62,60,1
63,80,1
64,70,1
65,70,1
66,60,1
67,80,1
68,80,1
69,80,1
70,80,1
71,100,1
72,60,1
73,40,1
74,50,1
75,30,1
76,30,1
77,40,1
78,40,1
79,20,1
80,20,1
81,40,1
82,30,1
83,50,1
84,40,1
85,10,1
86,30,1
87,20,1
88,30,1
89,10,1
90,20,1
91,40,1
92,10,1
93,20,1
94,40,1
95,10,1
96,50,1
97,40,1
98,10,1
99,10,1
100,10,1
101,30,1
102,10,1
103,20,1
104,50,1
105,30,1
106,20,1
107,30,1
108,20,1
109,30,1
110,20,1
111,30,1
112,10,1
113,20,1
114,30,1
115,10,1
116,10,1
117,10,1
118,10,1
119,30,1
120,30,1
121,40,1
122,40,1
123,10,1
124,30,1
125,30,1
126,10,1
127,50,1
128,50,1
129,10,1
130,30,1
131,20,1
132,10,1
133,10,1
134,10,1
135,10,1
136,10,1
137,10,1
138,10,1
139,30,1
140,40,1
141,10,1
142,20,1
143,30,1
144,30,1
145,30,1
146,30,1
147,20,1
148,20,1
149,20,1
150,30,1
151,20,1
152,50,1
153,30,1
154,20,1
155,20,1
156,30,1
157,30,1
158,30,1
159,30,1
160,10,1
161,10,1
162,10,1
163,10,1
164,50,1
165,30,1
166,40,1
167,30,1
168,20,1
169,20,1
170,30,1
171,20,1
172,30,1
173,10,1
174,50,1
175,40,1
176,30,1
177,50,1
178,50,1
179,50,1
180,30,1
181,30,1
182,30,1
183,50,1
184,30,1
185,30,1
186,30,1
187,50,1
188,30,1
189,5,1
190,5,1
191,5,1
192,5,1
193,5,1
194,5,1
195,5,1
196,5,1
197,5,1
198,5,1
199,5,1
200,5,1
201,5,1
202,5,1
203,5,1
204,5,1
205,5,1
206,5,1
207,5,1
208,5,1
209,5,1
210,5,1
211,5,1
212,1,1
213,5,1
214,5,1
215,5,1
216,5,1
217,5,1
218,5,1
219,5,1
220,5,1
221,5,1
222,5,1
223,10,1
224,10,1
225,5,1
226,5,1
227,5,1
228,5,1
229,5,1
230,5,1
231,5,1
232,5,1
233,5,1
234,5,1
235,5,1
236,5,1
237,5,1
238,5,1
239,5,1
240,5,1
241,5,1
242,5,1
243,5,1
244,5,1
245,5,1
246,5,1
247,5,1
248,5,1
249,5,1
250,5,1
251,5,1
252,5,1
253,30,1
254,5,1
255,70,1
256,5,1
257,5,1
258,5,1
259,5,1
260,5,1
261,5,1
262,5,1
263,5,1
264,5,1
265,5,1
266,5,1
267,5,1
268,5,1
269,5,1
270,5,1
271,5,1
272,5,1
273,5,1
274,5,1
275,5,1
276,5,1
277,5,1
278,5,1
279,5,1
280,5,1
281,5,1
282,5,1
283,5,1
284,5,1
285,5,1
286,5,1
287,5,1
288,5,1
289,5,1
290,5,1
291,5,1
292,5,1
293,5,1
294,5,1
295,5,1
296,5,1
297,5,1
298,5,1
299,5,1
300,5,1
301,5,1
302,5,1
303,5,1
304,5,1
305,5,1
306,5,1
307,5,1
308,5,1
309,5,1
310,5,1
311,5,1
312,10,1
313,5,1
314,5,1
315,5,1
316,5,1
317,20,1
318,5,1
319,5,1
320,5,1
321,5,1
322,5,1
323,3,1
324,3,1
325,3,1
326,3,1
327,3,1
328,3,1
329,3,1
330,3,1
331,3,1
332,3,1
333,3,1
334,3,1
335,3,1
336,3,1
337,3,1
338,3,1
339,3,1
340,3,1
341,3,1
342,3,1
343,3,1
344,3,1
345,3,1
346,3,1
347,3,1
348,3,1
349,3,1
350,3,1
351,3,1
352,3,1
353,3,1
354,3,1
355,3,1
356,3,1
357,3,1
358,3,1
359,3,1
360,3,1
361,3,1
362,3,1
363,3,1
364,3,1
365,3,1
366,3,1
367,3,1
368,3,1
369,3,1
370,3,1
371,3,1
372,3,1
373,3,1
374,3,1
375,3,1
376,3,1
377,3,1
378,3,1
379,3,1
380,3,1
381,3,1
382,3,1
383,3,1
384,3,1
385,3,1
386,3,1
387,3,1
388,3,1
389,3,1
390,3,1
391,3,1
392,3,1
393,3,1
394,3,1
395,3,1
396,3,1
397,3,1
398,3,1
399,3,1
400,3,1
401,3,1
402,3,1
403,3,1
404,3,1
405,3,1
406,3,1
407,3,1
408,3,1
409,3,1
410,3,1
411,3,1
412,3,1
413,3,1
414,3,1
415,3,1
416,3,1
417,3,1
418,3,1
419,3,1
420,3,1
421,3,1
422,3,1
423,3,1
424,3,1
425,3,1
426,3,1
427,3,1
428,3,1
429,3,1
430,3,1
431,3,1
432,3,1
433,3,1
434,3,1
435,3,1
436,3,1
437,3,1
438,3,1
439,3,1
440,3,1
441,3,1
442,3,1
443,3,1
444,3,1
445,1,1
446,1,1
447,1,1
448,1,1
449,1,1
450,1,1
451,1,1
452,1,1
453,1,1
454,1,1
455,1,1
456,1,1
457,1,1
458,1,1
459,1,1
460,1,1
461,1,1
462,1,1
463,1,1
464,1,1
465,1,1
466,1,1
467,1,1
468,1,1
469,1,1
470,1,1
471,1,1
472,1,1
473,1,1
474,1,1
475,1,1
476,1,1
477,1,1
478,1,1
479,1,1
480,1,1
481,1,1
482,1,1
483,1,1
484,1,1
485,1,1
486,1,1
487,1,1
488,1,1
489,1,1
490,1,1
491,1,1
492,1,1
493,1,1
494,1,1
495,1,1
496,1,1
497,1,1
498,1,1
499,1,1
500,1,1
501,1,1
502,1,1
503,1,1
504,1,1
505,1,1
506,1,1
507,1,1
508,1,1
509,1,1
510,1,1
511,1,1
512,1,1
513,1,1
514,1,1
515,1,1
516,1,1
517,1,1
518,1,1
519,1,1
520,1,1
521,1,1
522,1,1
523,1,1
524,1,1
525,1,1
526,1,1
527,1,1
528,1,1
529,1,1
530,1,1
531,1,1
532,1,1
533,1,1
534,1,1
535,1,1
536,1,1
537,1,1
538,1,1
539,1,1
540,1,1
541,1,1
542,50,1
543,1,1
544,1,1
545,1,1
546,1,1
547,1,1
548,0,1
549,0,1
550,0,1
551,0,1
552,0,1
553,0,1
554,1,1
555,1,1
556,5,1
557,30,1
558,1,1
559,100,1
